Data_Medicao;Precipitacao_total_diario(AUT)(mm);Pressao_atmosferica_media_diario(AUT)(mB);Temperatura_ponto_orvalho_media_diario(AUT)(°C);Temperatura_maxima_diario(AUT)(°C);Temperatura_minima_diario(AUT)(°C);Umidade_relativa_do_ar_media_diario(AUT)(%);Vento_velocidade_media_diario(AUT)(m/s)
25/02/2011;19,2;923,8;18,9;30,6;20,3;75,3;2,7
26/02/2011;0;923,2;18,9;30,5;21,3;73,7;2,3
27/02/2011;0;922,6;19,5;31,3;20,9;83,9;1,8
28/02/2011;97,8;923;19,9;25,3;19,5;94,6;1,2
01/03/2011;66,6;923,4;19;22,6;18,2;92,9;1,5
02/03/2011;14,2;925,1;18;21,1;18,7;93,6;2,3
03/03/2011;30;926,5;16,7;20,6;16,2;93,3;1,5
04/03/2011;2;925,8;17,7;22,2;17,2;92;2,1
05/03/2011;17,2;925,6;16,9;21,7;17,7;89,8;2,8
06/03/2011;7,2;924,4;16,6;24,6;16,8;83,7;2,7
07/03/2011;2,6;926,5;15,1;29,1;17,1;71,4;2,8
08/03/2011;0,2;927;17;23,1;17,3;84,3;2
09/03/2011;5,6;924,3;18;27,3;17,6;83,7;2,2
10/03/2011;0;923,9;18,2;28,9;18,3;79,3;2,9
11/03/2011;0;923,6;18,5;29,8;20,4;76,1;3,5
12/03/2011;0,4;922,6;19,4;23,8;20,5;86,4;1,6
13/03/2011;1,4;919,2;19,4;27,4;20,5;81,6;1,3
14/03/2011;0;918,9;18,9;29,1;20,4;80,5;1,7
15/03/2011;0;923,7;18,5;24,3;19,8;85,4;3,1
16/03/2011;0;927,5;16,4;21,3;17,9;84,5;3,1
17/03/2011;0;926;17,8;25,9;18,1;82,9;2,2
18/03/2011;0;924,3;18,8;29,6;19,5;79,7;2,2
19/03/2011;3,2;925,8;18,9;22,2;20,4;90,1;2,3
20/03/2011;2;928;17,2;21,1;18,1;88,8;2,9
21/03/2011;0,4;927,4;17,8;24,5;18,5;85,8;2,9
22/03/2011;0;927;15,8;26,5;17,7;72,7;3
23/03/2011;0;927,3;17,3;26,8;19,1;74,3;2,5
24/03/2011;0;927,2;17,6;29,4;19,6;71,6;1,9
25/03/2011;0;925,9;18,1;30,5;20,4;71,5;1,5
26/03/2011;0;924,5;18;31,6;20;68,5;1,8
27/03/2011;0;924,6;18,7;31,4;21,9;67,4;1,5
28/03/2011;0;925,8;19,1;30,4;21,2;71,3;2,1
29/03/2011;0;926,9;19,1;27;21;80,2;2,1
30/03/2011;null;927,3;18,4;22,1;20,6;87;1,9
31/03/2011;null;926,3;17,3;25,9;18,7;80,7;2,6
01/04/2011;0;925,7;17,2;28,8;18,8;76,3;2,4
02/04/2011;0;923,7;18,4;29,1;18,9;79;2,2
03/04/2011;32,8;923,8;18,2;21,5;18,5;92,6;1,4
04/04/2011;13;922,6;18,3;24,2;18,2;89,3;1,6
05/04/2011;0;923,5;18;27,1;18,6;83,3;1,4
06/04/2011;1,6;926,2;15,2;27,6;16,5;75;1,6
07/04/2011;0;928;15,6;25,4;17,4;75,2;2,5
08/04/2011;0;928;15,9;26,7;18,1;74,7;1,9
09/04/2011;0;927,6;14,3;26,6;16,6;73,9;1,7
10/04/2011;1;927,3;15,1;23,6;15,7;83,7;1,8
11/04/2011;18,8;926,1;15,7;28,4;15,5;75,3;1,4
12/04/2011;1,2;924,6;17,3;29,5;18,5;75,8;1,4
13/04/2011;29,4;925,5;15,9;24,7;17,7;75,5;2,5
14/04/2011;0;926,8;16;31,9;17,4;65,5;1
15/04/2011;0;927,8;17,2;30,6;19,3;71;1,5
16/04/2011;0;927,2;18,5;31,1;21,5;71,8;2,1
17/04/2011;0;927,9;17,7;29;20,5;72,9;2,2
18/04/2011;0;929,2;18,1;30,3;20;73,9;2,1
19/04/2011;0;930;18,1;26,4;20,2;78,2;2,3
20/04/2011;0;927,9;17,1;28;19,5;74,2;2,3
21/04/2011;0,2;926,1;15,9;29,1;17,9;66,6;1,7
22/04/2011;0;926;15,3;30,5;19,7;59,4;1,6
23/04/2011;0;926,1;15,3;29,3;19,5;58,3;1,6
24/04/2011;0;927,4;17,4;25,4;19;83;2,4
25/04/2011;0,4;928,1;16,6;26,2;18,2;81,1;2,4
26/04/2011;0,6;930,8;13,8;20,3;16,4;76,5;3,1
27/04/2011;0;932,4;12,6;20,5;14,9;76,1;3,2
28/04/2011;4;930;13,5;18,5;13,6;87,4;1,4
29/04/2011;24;927,1;16,2;26,7;15,7;85;1,2
30/04/2011;0;925,4;13,5;26,7;17,1;66,3;2
01/05/2011;0;924,6;13,1;25,3;18,2;66,8;1,8
02/05/2011;14,2;925,8;16,4;21;16,1;88,3;1,6
03/05/2011;1,4;929,7;11,4;20,8;14,2;72,4;2,1
04/05/2011;0;929,4;12,2;24,4;12,7;75,7;1,4
05/05/2011;0;927,3;12,3;26,5;15,6;64,7;1,7
06/05/2011;0;927,7;12,1;27;16,3;57,8;1
07/05/2011;0;929,8;14,3;23,8;16,1;74;1,3
08/05/2011;0;928;13,8;26,8;15,2;71,3;1,8
09/05/2011;0;927,4;15,3;22,5;16,5;81;1,5
10/05/2011;0;928,2;15,8;24,6;16,6;82,6;2,5
11/05/2011;0;928,2;16;26,7;17,3;76,9;1,8
12/05/2011;0;927,7;16;25;17,9;77,8;1,2
13/05/2011;0,4;928;15,4;20,4;16,9;85,8;2,3
14/05/2011;0,4;928,4;12,4;21,1;15,2;76,2;2
15/05/2011;0;924,5;13,5;24,1;13,4;83;2,1
16/05/2011;6,8;926;12,3;20,1;12,7;83;2,3
17/05/2011;1,4;928,8;10,8;17,2;12,5;82,3;2,5
18/05/2011;0;928,7;10,8;19,5;12,3;78,9;2,4
19/05/2011;0;927,5;11,8;22;13,4;79,3;2,3
20/05/2011;0;929,9;12,8;21,6;13,3;81,3;2,5
21/05/2011;0;932,5;12,8;22;13,7;79,6;2,7
22/05/2011;0;932;11;24,7;14;67,8;2,4
23/05/2011;0;930,5;9,3;24,3;12;59,4;1,5
24/05/2011;0;929,9;11,5;24,1;14,4;65;1,3
25/05/2011;0;929,6;12,7;25,6;13,7;70,8;1,5
26/05/2011;0;929,3;12,4;24,7;16,5;66,3;1
27/05/2011;0;930;13,5;18,4;15,3;82,9;1,9
28/05/2011;1,4;930,1;11,5;16,4;13,2;84,5;2,4
29/05/2011;0,2;930;7,7;17,7;9,8;71,6;1,7
30/05/2011;0;930,7;10,1;18,6;10,3;80,6;1,9
31/05/2011;0;928,8;11,3;22,4;12,9;78,6;2,1
01/06/2011;0;927,3;10,7;22,1;10,8;77,1;1,4
02/06/2011;0,2;927,5;12,2;22,6;11;86,4;1,3
03/06/2011;0;926,3;12,3;23,1;12,8;75,3;1,5
04/06/2011;0;928,7;10,2;20,2;12,6;72;2
05/06/2011;0;931,2;6,8;16,3;10;70,5;2,3
06/06/2011;0;928,7;8,2;23,4;9,5;69,8;2,3
07/06/2011;0;922,1;12,1;25,3;12,2;74,5;3
08/06/2011;33,8;924,3;7,5;18,3;11,3;65,3;3,3
09/06/2011;0,2;926,1;9,6;14,6;10,5;85,5;0,7
10/06/2011;22;928,5;11,2;17,6;11,3;83;1
11/06/2011;0,2;931,4;8,9;18,1;8,7;81;1,1
12/06/2011;0;931,2;10,2;22,5;10,8;75,8;2
13/06/2011;0,2;931,5;10,8;24;10,3;74,3;0,8
14/06/2011;0;933,2;11,1;18,7;12,3;78;2,3
15/06/2011;0;932,9;11;19,8;12,1;77,6;2,9
16/06/2011;0;930,9;10,4;22,3;12,4;73,3;2
17/06/2011;0;929,6;8,6;23,5;10,8;63,2;1,1
18/06/2011;0;928,7;8,9;25,1;12,3;57,1;0,7
19/06/2011;0;927,6;12;25,7;13,2;69,2;0,7
20/06/2011;0;927,2;10,9;26,3;13,4;62;1
21/06/2011;0;927,2;11;26,7;15;57,7;1,5
22/06/2011;0;931,1;13,9;21,1;14,9;78,1;1,2
23/06/2011;0;930,3;14,7;25,3;15,6;80,1;2,2
24/06/2011;0;928,2;14,3;26,6;13,7;81,5;1
25/06/2011;0;928,2;15;24,7;15;81,4;1,5
26/06/2011;0;924,9;15,1;22,5;15,3;86,3;1,3
27/06/2011;20;925,8;9,4;17,8;10,5;84,7;2,1
28/06/2011;0,2;929,4;1,3;18;6,2;51,5;1,2
29/06/2011;0;928,8;8;22;7,3;73,5;1,5
30/06/2011;0;928,2;13,5;22,3;9,3;83,5;1,2
01/07/2011;0;928,8;15;26,6;13,6;83,2;1,2
02/07/2011;0;929,4;13,9;22,2;15;77,9;1,1
03/07/2011;0;927,8;14,4;20;15,9;87;1,2
04/07/2011;0;929,6;8,8;14,1;9,4;87,8;2,2
05/07/2011;0;928,1;9,6;18,8;8,7;80,8;1,8
06/07/2011;0;927,7;10,8;18;11,1;76,3;1,4
07/07/2011;0;928,3;10,8;15,1;11,4;89,4;1,2
08/07/2011;0;929,4;7,5;17,5;8;77,5;1,7
09/07/2011;0;930,1;7,7;21,3;8,5;71,1;1,8
10/07/2011;0;930,1;9,7;26,6;9,3;71,6;1,5
11/07/2011;0;929,2;11,7;28,3;11,9;67,8;0,7
12/07/2011;0;929,2;11,1;27,7;14,9;63;0,7
13/07/2011;0;927,9;10,5;27,7;13,8;57,9;0,5
14/07/2011;0;927;12,1;26,9;15,3;63;0,4
15/07/2011;0;927,6;10;27;14,4;56,5;0,7
16/07/2011;0;928,1;8;26,9;13,5;50,5;1,1
17/07/2011;0;928,4;9,5;27,5;14,3;56,6;1
18/07/2011;0;927,6;13,4;25;14,1;78;1,5
19/07/2011;0;929,4;14,4;26,1;15,3;77,8;0,8
20/07/2011;0;929;15,4;28,9;15,2;78,8;2
21/07/2011;0;928,2;12,7;26,8;17,9;60,1;2,4
22/07/2011;0,6;932,2;13,6;20,5;16,7;80,7;1,9
23/07/2011;0;936,1;12,2;17,5;12,7;84,4;2,9
24/07/2011;0;936,8;11,1;19,6;12,4;76,2;3,5
25/07/2011;0;934,5;11,1;21,4;12,8;74,7;3,3
26/07/2011;0;932,2;10,2;25;12,7;63,2;1,8
27/07/2011;0;930,2;11,7;24,6;13,5;70;1
28/07/2011;0;926,9;10,3;25,7;13,2;63,1;1,6
29/07/2011;0;923,3;9;27;15,5;48,8;1,8
30/07/2011;0;923,7;11,3;22;17,4;60,8;1,5
31/07/2011;4;925,9;15,5;19,8;16,2;88,2;2
01/08/2011;0;924,2;14,9;20;15,3;91,3;2,2
02/08/2011;0,8;920,7;14,6;21,5;15,4;82,5;4,1
03/08/2011;0;924,3;5,5;19;12,2;60,7;3,3
04/08/2011;0,2;930,6;1,3;16,5;6,3;54,7;3
05/08/2011;0;931,7;5,1;19,8;6,5;65,1;2,1
06/08/2011;0;930,4;9,6;29,3;9,7;60,2;1,5
07/08/2011;0;930,5;12,1;30,8;15,6;55,8;1,1
08/08/2011;0;928,9;13,2;30;17,5;62,8;1,5
09/08/2011;0;927,3;15,5;24,1;16,3;83,8;1,8
10/08/2011;2,4;929,4;14,1;18,6;14,6;85,9;2,7
11/08/2011;0,4;930;12,8;22,8;13,8;80,1;3
12/08/2011;0;927,8;11,3;27,9;13,8;65,4;2
13/08/2011;0;927,4;8,7;30,3;15,2;48,1;1,2
14/08/2011;0;929,7;13;23,3;16;74;1,5
15/08/2011;0;929,9;14,3;26,3;15,9;75,9;3,2
16/08/2011;0;928,4;8,9;29,2;14,7;56,8;2
17/08/2011;0;926,8;2,8;30,3;18,8;27,1;2,1
18/08/2011;0;926,6;12,8;26,9;15,3;72,9;2,4
19/08/2011;0;921,9;12,3;29,9;14,6;70,8;1,7
20/08/2011;4,8;925;14,2;23,8;16,5;85,1;1,9
21/08/2011;8,8;933,1;9,5;13;9,8;92;3,2
22/08/2011;0;933,1;10,6;13,6;10,2;92,2;2,7
23/08/2011;0;930,4;13,3;19,3;11,3;88,7;1,4
24/08/2011;1,2;931,3;14,4;22;14;89;1,8
25/08/2011;0;931,3;14;27,4;15,6;71;2,5
26/08/2011;2,6;931,8;15,8;22,3;17,4;83,4;2
27/08/2011;0,2;930,8;13,5;27;15,5;72,7;2,4
28/08/2011;0;927,9;11,7;30,5;14,9;57,5;2,1
29/08/2011;0;925,6;9,7;32,1;17,8;41,5;1,9
30/08/2011;0;925,7;10,5;32,1;20;49,4;2,2
31/08/2011;27,8;931,7;12,8;18,5;16,1;86,4;2,5
01/09/2011;2,4;934,1;6,8;18;9,2;70,2;2,9
02/09/2011;0;935,1;4,8;17;8,8;63,4;3,7
03/09/2011;0;932,8;6,6;22,9;8,8;65,5;3,2
04/09/2011;0;930;7,3;30,9;10,1;56,3;1,4
05/09/2011;0;927,8;4;31,2;13,4;36;2,1
06/09/2011;0;928,5;11;25,3;14,6;63,5;2,5
07/09/2011;0;927,7;13,9;24,7;15,9;75,9;2,8
08/09/2011;0;923,9;11,2;31,2;14,5;65,9;2,1
09/09/2011;0;923,1;11,2;30,3;14,3;57,8;2,7
10/09/2011;0;927,4;13,1;24,4;15,8;73;2,1
11/09/2011;0;930,6;12,4;23,4;15,2;72,5;1,1
12/09/2011;0;932,3;12,4;21,5;14;79,4;2,5
13/09/2011;0;929,7;13,1;30,4;14,7;74,7;2,2
14/09/2011;0;933,2;13,2;16,8;14,6;86,1;3
15/09/2011;0;933,6;13,8;22,6;14,4;83;3,1
16/09/2011;0;933,3;13,2;22,8;15,8;76,1;3,3
17/09/2011;0;932,7;11,8;24;14,1;72;3
18/09/2011;0;932,3;10,9;26;12,8;69,9;2,6
19/09/2011;0;930;11,2;28,2;12,9;65,2;1,7
20/09/2011;0;927,6;8,6;29,1;14,5;48,5;1,7
21/09/2011;0;927,3;12,4;23,3;16,9;67,5;1,8
22/09/2011;0;928;14,2;26,6;14,9;78;2,3
23/09/2011;0;926,7;14,6;33;15,6;78,2;2,7
24/09/2011;1,2;928,7;14;20,1;17;83,3;2,7
25/09/2011;0,6;933,2;10,7;19;12,2;77,4;3,8
26/09/2011;0;932,1;10,3;24,9;11,5;70,1;3,4
27/09/2011;0;930,2;11,4;25,9;11,7;72,4;1,8
28/09/2011;0;930,1;12,1;24,6;14,1;72,8;2,7
29/09/2011;0;927,8;11,2;31,9;14,8;59,7;2,4
30/09/2011;0;925,7;7,5;32,8;16,4;42;1,5
01/10/2011;0;923,1;6,5;33,8;18,5;35,1;2
02/10/2011;0,2;923,6;15,1;27;16,9;75,8;2
03/10/2011;11,8;926,4;14,7;24,5;16,7;78;2,2
04/10/2011;0;930,4;12,8;22,3;15,2;75,8;3,8
05/10/2011;0;928,4;13,5;30,5;15,2;69,6;2,9
06/10/2011;0;928;13,8;29,5;18,7;58,6;1,6
07/10/2011;0;928,6;13,6;30,3;17;66,5;2,8
08/10/2011;0;926;15,1;30,9;16,6;71,2;2,3
09/10/2011;9,4;923,2;16,9;24,1;19,9;80,2;1,9
10/10/2011;3,8;921,6;16,4;28,9;17,7;71,6;2,5
11/10/2011;1,2;923,8;18,3;25,7;19,7;84,3;2
12/10/2011;0;924,8;16,4;26,5;18,4;78,5;2,7
13/10/2011;2,8;922,3;18,1;24,1;18,5;84,8;2,3
14/10/2011;12,6;920,1;19,2;23,3;20,2;89,3;2,8
15/10/2011;7,6;920,9;17,5;20,5;18,1;96,4;1,4
16/10/2011;27;919,9;16,2;17,7;15,7;98,4;1,4
17/10/2011;30,2;923,4;15,2;18,5;15,7;94,6;2,6
18/10/2011;0,6;927,3;10,9;21,3;13,5;71;3,7
19/10/2011;0;930;10;22,3;12,2;68,9;3,7
20/10/2011;0;929,9;10,6;20;13,9;71;3,1
21/10/2011;0;929,6;9,8;23,3;12;67,3;3,5
22/10/2011;0;929,8;11,6;26,4;13,7;66,4;2,1
23/10/2011;0;930,6;13,3;27,4;14,5;68,5;1,6
24/10/2011;0;927,2;14,6;29,6;17,1;64,8;0,8
25/10/2011;2,6;923;15,3;30,2;18,4;65,2;1,5
26/10/2011;8,4;921,7;15,7;27,1;18,5;71,3;3,6
27/10/2011;0;923,2;13,8;30,7;19,1;56,5;1,8
28/10/2011;0;922,9;12,1;30,6;20,9;45,2;2
29/10/2011;0;922,5;14,5;32,9;18,7;61;2
30/10/2011;12,2;922,8;15,4;26,2;17,4;78,5;3,4
31/10/2011;10,6;927,3;11,6;17,6;12,5;83,6;2,8
01/11/2011;0,4;930,2;8,1;19,7;12,1;66,4;3,4
02/11/2011;0;931,6;7,9;19,9;11,1;64,9;3,4
03/11/2011;0;931,1;9,3;21,4;12,4;69,6;3,4
04/11/2011;0;929,8;11;26,1;13,5;68,5;3,1
05/11/2011;0;927,4;12,3;29,9;13;68,8;2,5
06/11/2011;0;925,9;14,5;27,9;15,4;73,3;1,6
07/11/2011;0;925,5;13,1;27,7;16;67,5;1,7
08/11/2011;0;925;11,5;28,7;14,1;63,4;2
09/11/2011;0;924,6;13,9;30,9;16,1;64,1;2
10/11/2011;0;924,7;14,3;32;19,9;55,4;2
11/11/2011;0;926,2;16,7;29,4;19,4;69,6;2
12/11/2011;0;927,3;16,5;26,1;18,7;76,7;2,5
13/11/2011;0;925,5;16,4;25,9;18,5;79,3;2,4
14/11/2011;24,4;922,4;18,1;22;17,7;91,9;1,9
15/11/2011;37;918,4;17,6;19,8;17,2;97,2;1,4
16/11/2011;20,2;923,2;14,3;19,4;15,2;89,2;2,7
17/11/2011;0;925,3;11,7;21,7;13,6;75;2,6
18/11/2011;0;926,6;10,8;22,6;12,8;70,1;3
19/11/2011;0;927,4;12,6;20,7;13,9;77,5;3,3
20/11/2011;0;925,7;12,6;26,9;13,8;69;3,3
21/11/2011;0;923,6;14,5;29,8;16,3;65,5;2,5
22/11/2011;0;919,9;17,5;24,2;21;75,7;2,8
23/11/2011;7;922,5;15,8;22,4;16,9;80,4;2,5
24/11/2011;0;924,3;13;28,4;14,4;64,3;1,8
25/11/2011;0;923,9;13,3;30,2;16,1;62,4;2
26/11/2011;0;923,8;16;30,8;18,6;72,3;2,4
27/11/2011;3,8;924,3;16,2;26,6;18,1;73,3;2
28/11/2011;0;924,4;16,2;27,7;18,7;73,4;2
29/11/2011;0;923,3;16,7;27,7;17,6;78,9;1,9
30/11/2011;40,4;920,5;16,1;29,2;16,9;68;2,5
01/12/2011;0,6;921,2;15,4;28,3;19,9;67,2;2,5
02/12/2011;5,6;924,9;14;19,3;15,1;87,8;3
03/12/2011;0;925,3;13,7;22,8;14,6;80;3,4
04/12/2011;0;924,7;16,1;27,2;16,2;82,5;2,9
05/12/2011;0;925,7;16,8;27;18;80,5;2,7
06/12/2011;0;925,5;17,7;25,6;18,9;83;2,4
07/12/2011;0,4;924,2;18;28,2;19,1;80,8;1,8
08/12/2011;0,8;923;18,4;29,4;19,1;81,7;2
09/12/2011;22,4;920,6;19,5;25;19,6;91,8;1,7
10/12/2011;25,4;920,6;17,1;20,3;17,3;90,7;2
11/12/2011;1,8;922;14,5;25,7;15,1;76,9;1,7
12/12/2011;0;922,2;12,5;30,8;15,1;62,6;1,9
13/12/2011;0;921,9;13,4;32;17,5;56,3;1,8
14/12/2011;5,4;920,2;17,3;29,6;18,6;70,8;1,6
15/12/2011;41,4;918,8;18,3;27;18,3;78,4;2,1
16/12/2011;0,2;919,6;12,9;28,6;19,7;55,5;3,3
17/12/2011;0;921,6;10,3;30,3;20,4;40,4;2,2
18/12/2011;0;921,5;15,3;29,7;19,3;63,9;2
19/12/2011;16,6;921,8;12,4;30;17,8;52,1;2,5
20/12/2011;0;923,9;11,5;31,9;19,9;44,9;2,2
21/12/2011;0;923,7;9,9;33,3;19,4;39,5;1,5
22/12/2011;0;923,2;11,7;32,7;21,6;43,8;1,6
23/12/2011;3,4;923,9;13,7;33,5;20,8;50,6;1,4
24/12/2011;0;925,5;15,8;31,8;22,1;59,6;1,6
25/12/2011;2,6;927,3;18,7;26,5;20,2;81,1;2,1
26/12/2011;1,4;928,6;17,3;20,6;17,6;89,5;2,8
27/12/2011;6,6;927,4;16,6;25,3;17,8;79,3;2,3
28/12/2011;0;925,1;16,3;26,9;18,5;77,9;2,2
29/12/2011;0;924,7;15;22,3;17,1;80,1;2,3
30/12/2011;0;924,3;15,6;27,8;16;75,6;2,2
31/12/2011;2,8;922;18,8;25,6;18,8;89,7;2
01/01/2012;34,4;918,4;19,1;23,5;19,2;95,6;1,5
02/01/2012;31,2;919,2;15,1;25,3;16,6;77,8;1,7
03/01/2012;0;922,1;13,8;30;15,5;64,9;1,4
04/01/2012;0;924,3;13,8;30,5;16,9;62,5;1,4
05/01/2012;0;925;14,3;30,3;17,5;66,4;1,8
06/01/2012;8,6;924,5;17,2;28,5;18,4;79,3;2
07/01/2012;3;925,5;16,2;30;18,8;72;1,8
08/01/2012;3;926,9;16,9;27,1;18,4;74;2,1
09/01/2012;0;926;16,9;26,2;19;76;1,8
10/01/2012;1,6;926,4;17,7;20,8;18,9;88,8;1,6
11/01/2012;16,2;927,7;17,6;23,5;18,1;85,8;2,3
12/01/2012;0,2;927,3;15,3;28,2;18,1;71;1,5
13/01/2012;4,4;924,8;15,7;28,2;18,6;66,4;2,7
14/01/2012;0;923;17,2;25,9;21,1;70,5;4
15/01/2012;8,8;924,1;19,2;27,2;19,9;88;3,2
16/01/2012;70,2;925,8;19;25,1;18,1;87,5;1,6
17/01/2012;7,2;925,2;19,1;26,9;18,9;93,7;1,6
18/01/2012;14,6;925,1;17,9;25,6;18,3;85,8;1,6
19/01/2012;25;924,8;17,6;27,3;17,9;82,8;1,3
20/01/2012;10,6;925,9;17,9;25,9;18,9;82,1;2,2
21/01/2012;0,4;926;18,2;28,9;19,6;83,5;1
22/01/2012;7,2;925,2;17,6;28,6;18;81,2;1,2
23/01/2012;0,8;924,4;18;30,1;18,6;79,5;1,4
24/01/2012;6,2;924,3;17,1;28,1;19,5;69,1;2,2
25/01/2012;0;923,9;16,2;30;20,9;60,7;2,2
26/01/2012;11;925,2;18,2;24,3;18,9;90,1;2,1
27/01/2012;16;925,8;15,9;17,7;15,5;97,8;2,1
28/01/2012;36,8;925,7;15,3;23,3;14,7;84,7;1,7
29/01/2012;0;924,8;14,3;26,3;15,4;73,4;2,1
30/01/2012;0;923,9;12,9;27,5;14,4;69,9;2,1
31/01/2012;0;923,6;15,8;29,9;15,6;77,8;2,2
01/02/2012;0;924,2;17,4;30,5;18,5;76;1,9
02/02/2012;9,2;926;17,2;31,3;18,7;69,5;1,4
03/02/2012;0;926,9;16,7;32,5;20,9;60,2;1,6
04/02/2012;0;927;15,6;33,3;20,6;56,4;1,5
05/02/2012;0;926,6;13,4;32,3;21,1;46,9;1,4
06/02/2012;0;926;14,1;32,1;21,8;48,9;1,4
07/02/2012;0;923,9;13,4;34,1;21,5;48;1
08/02/2012;8;922,6;16,5;33,2;19,8;58;1,5
09/02/2012;0;922,2;16,8;32,3;23,3;59;1,5
10/02/2012;0,2;922,5;19,7;31,6;21,9;77,3;1,5
11/02/2012;28,8;923;19,5;28,1;19,7;88,3;1,4
12/02/2012;44,8;923,7;19,8;25,7;19,3;91,9;1,1
13/02/2012;9;925,5;19,4;25,5;19,4;89;2,2
14/02/2012;4,6;927,7;18,5;28,7;19,8;79,8;1,8
15/02/2012;1,2;929,3;18,1;30,2;19,7;75,5;1,8
16/02/2012;0;928,7;17,2;29,5;19,3;73,4;2,2
17/02/2012;0;927,7;18,2;30,6;19,4;79,9;1,9
18/02/2012;17,6;927,3;18,5;31,1;19,5;76;1,3
19/02/2012;0;926,8;17,8;31,1;20;69,5;0,9
20/02/2012;1;925,3;17,9;30,8;21,4;68,1;0,7
21/02/2012;0,6;925,3;17;27,3;21,1;71,1;1,2
22/02/2012;0,8;923,2;16,9;28;20,3;67,2;2,4
23/02/2012;0;923,3;19;28;20,8;80,2;1,3
24/02/2012;17,4;923,8;20,3;28,9;19,1;87;1,5
25/02/2012;10,6;922,6;20,6;31,3;21,1;85;1,9
26/02/2012;9;923;19,2;30,7;20,6;72,9;2,1
27/02/2012;37,2;924,9;20,4;30,7;19,6;84,6;1,5
28/02/2012;22,6;925,1;18,7;32,7;20,4;70,9;2,2
29/02/2012;0;925,3;16,8;33,6;21,3;60;1,7
01/03/2012;0;924,8;14,2;34;21,9;45,1;1,5
02/03/2012;0;925;15,7;31,9;22,8;56,2;2,1
03/03/2012;15,8;927,8;19,3;27,9;18,8;81,3;2,3
04/03/2012;0;928,1;17,3;29;19,4;73,5;2,7
05/03/2012;0;927,6;17,4;30,2;20;71;2,4
06/03/2012;0;928,3;16,7;30,6;19,4;69,8;2,6
07/03/2012;0;null;null;null;18;81,3;null
08/03/2012;null;null;null;null;null;54,3;null
09/03/2012;0;926,8;15;31;17,8;65;1,6
10/03/2012;0;927,7;16,4;29,5;18,4;75,6;1,7
11/03/2012;27;927,1;16,4;27,9;17,9;73,3;0,9
12/03/2012;5,4;925,4;17;29,6;18,5;74;1,2
13/03/2012;12,6;924,6;17;30,2;16,4;74,3;1,7
14/03/2012;19,8;923,8;16,4;30,4;18,8;66,7;1,5
15/03/2012;0;924,5;17,9;29,4;21,1;73,2;1,4
16/03/2012;38,4;926,8;17,5;23,8;17,4;83,8;2,3
17/03/2012;0,2;928,2;13,8;24;17,7;70,3;3,1
18/03/2012;0;927,6;13,3;25,6;15,9;69,8;3
19/03/2012;0;926,4;13,6;27,9;15,7;67,9;2,8
20/03/2012;0;925,6;15,2;27,5;17,5;69,9;1,5
21/03/2012;0;923,7;14,8;30,1;17,7;63;1,9
22/03/2012;0;921,3;16,1;30,1;21,3;61,2;2,2
23/03/2012;22,8;921,7;16,9;26,7;18,1;76,8;2
24/03/2012;0;923,7;17,5;27,7;20,3;75,3;1,4
25/03/2012;23,2;926;17,7;29,3;18,5;78,3;1,7
26/03/2012;0;925,6;17,7;31,2;19,3;71,1;1,7
27/03/2012;0;924,5;17,9;29,2;21,9;70,4;1,8
28/03/2012;13,6;926,1;15,3;21,8;18,4;82,1;2
29/03/2012;0,2;928,6;13,8;25,3;14,5;75,7;2,7
30/03/2012;0;930,3;16,8;24,7;17,7;82;2,2
31/03/2012;0;930,1;16,2;24,9;18,4;76,7;1,9
01/04/2012;0;928,4;15,7;26,8;17,6;75,7;2
02/04/2012;0;927,3;16,1;27,3;17,8;75,3;2
03/04/2012;0;926,8;17,3;28,1;18,9;77,8;2,1
04/04/2012;12,2;926;17,1;29,5;18,2;74,4;2,1
05/04/2012;0;924;15,7;30,4;18,6;63,3;1,9
06/04/2012;0;923,5;16,3;30;21,5;63;1,7
07/04/2012;0;925;16,6;30,7;19,2;70,9;1,5
08/04/2012;0;925,2;17;29,3;20,2;69,7;1,9
09/04/2012;0,6;927,1;16,5;25,3;18,4;75;2,1
10/04/2012;0;928,4;17;28,2;19,4;74,4;2,3
11/04/2012;1,2;929,1;17,5;28,7;19,3;78,8;1,7
12/04/2012;18,2;927,6;18,3;28,8;19;80,6;1,2
13/04/2012;32,2;925,6;18,3;29,1;19;76,7;1
14/04/2012;0;924;18,2;29;20,2;74,1;1,7
15/04/2012;0;923,5;17,5;29;21,5;69,3;2,5
16/04/2012;0;927,5;15,6;23,6;17,8;76,3;2,6
17/04/2012;0;929,3;14,3;25,9;16;72,4;2,6
18/04/2012;0;929,7;15,2;25,9;17;74,7;2,2
19/04/2012;0;927,4;15,1;28,1;17;73;2,3
20/04/2012;0;924,8;16,9;26,2;17,3;79,5;0,9
21/04/2012;21,8;924;17,6;21,6;18,2;88,2;1,2
22/04/2012;5,2;926,8;16;20,4;16,6;88,7;1,6
23/04/2012;1;927,5;14,8;24,3;15,9;78,9;2,1
24/04/2012;0;926,9;14,3;24,7;15,3;76,3;1,7
25/04/2012;0;925,8;15,3;27,7;17,4;73,2;1,9
26/04/2012;0;921,6;17,1;27;18,5;78,8;2,3
27/04/2012;14,6;922,9;17,5;21,3;18,5;88,9;2,5
28/04/2012;1,4;925,6;15,8;23;16,8;83,5;1,9
